,Year,PCAs,Total circular mass by pca,Total mass by pca,Total recycled mass by pca,recycling_rate
179,2029,p48,7223.7471707952045,41462.77797187424,6565.9686859540625,0.15835814692416428
180,2029,p57,3409.4830510433594,10046.782536766552,1196.7384877504342,0.1191165911445707
181,2029,p59,16004.634679999512,50665.61751908785,13904.568967085701,0.274437964993662
182,2029,p60,113836.0585813035,593708.5194995777,97138.31197381092,0.16361279783501576
183,2029,p61,504832.812757473,3603612.3556282977,411094.7600991029,0.11407851886650212
184,2029,p62,104937.88076473252,549286.7530855334,94853.53446432538,0.17268491171778733
185,2029,p63,868116.9027347304,4667087.743594753,789918.8118490654,0.16925304499217375
186,2029,p64,298141.3071022423,2472337.6193550667,258393.6586676035,0.10451390483432761
187,2029,p65,1659771.334332665,15303546.321559748,1494286.7954605396,0.09764317133182245
188,2029,p66,4192.0944308135595,16143.254982954455,3176.7809194925526,0.19678688857029716
189,2029,p67,30986.23336033368,369017.2215676591,20238.97772609856,0.05484561842430911
190,2030,p12,1135200.3477137168,7646426.743349756,1012328.7554973385,0.13239239575240555
191,2030,p13,12019603.711681832,154349279.74750236,10624322.488438588,0.06883299038271351
192,2030,p27,267173.69615993026,1433360.1608159668,258654.7830333785,0.18045344785230705
193,2030,p28,54724867.722851776,557321395.3222877,48501323.865719154,0.08702577053886801
194,2030,p29,6597.315003954677,31796.180321064887,6597.315003954677,0.2074876584966394
195,2030,p30,3608591.11478833,25526037.97033898,3246973.379912833,0.12720240343157782
196,2030,p31,10526638.11521803,107724878.35232115,9732506.237761494,0.09034594781282282
197,2030,p47,701957.1731678452,7890662.726196235,694490.6071157929,0.08801423039032595
198,2030,p48,12577.425107934858,68276.85642750342,11919.646623093717,0.1745781403358843
199,2030,p57,5467.599348289275,14920.00470493038,3254.854784996351,0.2181537371714615
200,2030,p59,22696.192330174563,76480.52608576707,20596.126617260754,0.2692989663037068
201,2030,p60,188363.77318048675,1058168.5026566219,166091.9135651135,0.156961687243691
202,2030,p61,821512.743592996,6311792.840748882,674003.8845105838,0.10678485519347536
203,2030,p62,174309.36653999175,1078843.003020206,153487.9137656228,0.14227085251138072
204,2030,p63,1312208.6328706564,7480656.14775697,1210611.9176015947,0.16183231707082132
205,2030,p64,414729.12778189365,3648772.644802717,371542.2264598517,0.10182663120681787
206,2030,p65,2408542.758095351,22556918.29493927,2138446.103149223,0.09480222764423418
207,2030,p66,6502.211214338712,24128.163113713315,5486.897703017705,0.22740635816985214
208,2030,p67,51304.96382956188,576941.2653247813,39666.214629981565,0.0687526044919876
