Texas,California,Montana,New Mexico,Arizona,Nevada,Colorado,Oregon,Wyoming,Michigan,Minnesota,Utah,Idaho,Kansas,Nebraska,South Dakota,Washington,North Dakota,Oklahoma,Missouri,Florida,Wisconsin,Georgia,Illinois,Iowa,New York,North Carolina,Arkansas,Alabama,Louisiana,Mississippi,Pennsylvania,Ohio,Virginia,Tennessee,Kentucky,Indiana,Maine,South Carolina,West Virginia,Maryland,Massachusetts,Vermont,New Hampshire,New Jersey,Connecticut,Delaware,Rhode Island
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360.6321498,0,0,0,0,0,0,343.0504667,0,0,0,0,0,0,297.9404221,262.3102939,0,0,0,247.8361974,0,212.8281764,0
0,0,0,0,0,0,0,0,0,420.6091645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343.0504667,0,0,0,332.1186809,323.9284737,0,0,295.6215213,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353.0989264,0,0,0,0,0,0,0,331.6149613,328.1763038,0,0,0,291.6791442,256.049016,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377.6415496,0,0,361.3483805,0,0,0,351.8670761,350.7528661,349.4244244,0,342.2776927,0,0,331.6149613,0,326.9444534,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374.2028921,0,0,0,355.3988378,0,0,0,0,0,0,0,0,332.1186809,328.1763038,326.9444534,0,315.3155887,0,0,287.0086364,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,403.8060723,0,0,0,0,0,0,0,0,0,0,0,0,0,347.2086306,0,0,0,0,0,0,0,0,323.9284737,0,0,315.3155887,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.1589573,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340.1472761,0,0,0,330.6659717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.9404221,295.6215213,291.6791442,0,287.0086364,0,0,0,0,214.8813486,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.3102939,0,256.049016,0,0,0,0,0,214.8813486,0,0,0,0,0,0,129.7691028,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270.6154768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.5761852,160.4722523,0,142.5783604,0,114.2947399
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.8556405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.5761852,0,156.712416,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.1589573,0,0,0,160.4722523,156.712416,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263.0989797,0,0,0,0,0,247.8361974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.2950062,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247.8578158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.5783604,0,0,0,0,0,91.53707889
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212.8281764,0,0,0,0,0,0,0,0,129.7691028,0,0,0,115.2950062,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.2947399,0,0,0,91.53707889,0,0
