,Year,PCAs,Total circular mass by pca,Total mass by pca,Total recycled mass by pca,recycling_rate
114,2026,p12,980719.8366262417,1022815.8618395887,911527.7212032711,0.8911943539512968
115,2026,p13,19619186.623468734,20900179.93832054,17741394.896677658,0.8488632609401012
116,2026,p27,174460.01900142003,213601.74021027843,102048.71658145168,0.4777522714983065
117,2026,p28,73105315.72281526,76965167.6247187,66839405.53475573,0.86843708131273
118,2026,p29,4843.509424277626,5326.056896581127,1430.452090985094,0.2685761941265257
119,2026,p30,3287912.293687603,3640236.8389779716,2570005.551223845,0.705999544783849
120,2026,p31,13812055.906603899,15989175.826143876,11527928.343149295,0.7209832744662172
121,2026,p47,1026841.7685451508,1100181.6432053768,831154.0563262639,0.7554698457835548
122,2026,p48,7671.796790392899,8780.153243961071,4647.307849733428,0.5292968950091862
123,2026,p57,1745.0285801789857,2313.9491131234236,346.1091556911162,0.14957509382042106
124,2026,p59,7815.055680245825,9114.121529214955,4456.977848965049,0.48901891802499925
125,2026,p60,58452.238429381476,69495.39704379461,12829.097480786084,0.18460355687588118
126,2026,p61,336002.33751416043,438440.5257910777,181251.02604595534,0.41339934468631595
127,2026,p62,44181.66836895368,47670.37715707344,17426.029226831983,0.36555257722030143
128,2026,p63,682283.2288152241,830014.5606854991,439319.186151137,0.5292909389304069
129,2026,p64,445630.7172425397,542229.7539171532,293387.5628458864,0.5410761042277897
130,2026,p65,2588948.6999437357,3360197.471140644,2158159.4959599013,0.642271626740823
131,2026,p66,2336.4507752536742,3510.016032431619,1754.298751951554,0.4997979313320219
132,2026,p67,40567.69214318744,74304.51137285246,6486.620998462747,0.08729780841857022
133,2027,p12,1572977.9457840384,1635066.732795184,1469557.5137675717,0.8987752513656304
134,2027,p13,31396297.793459736,33305243.323030524,28501743.96477723,0.8557734795190137
135,2027,p27,282878.9943030857,340385.75035549176,168784.584806166,0.49586266355125297
136,2027,p28,116430446.5542119,121913355.8248739,106691544.0048765,0.875142377002047
137,2027,p29,7787.483847906614,8597.139589502225,1971.3842486211438,0.22930699543698896
138,2027,p30,5294166.123451775,5789796.480265259,4166879.188200927,0.7196935509570833
139,2027,p31,21960799.812907055,25019164.307374436,18451594.80149248,0.7374984461832661
140,2027,p47,1638159.4478521775,1747166.1289244052,1330265.2530232402,0.7613845249176056
141,2027,p48,12629.499472572465,14585.374404387985,7390.321225036472,0.5066939675414234
142,2027,p57,2556.2786019786176,3562.6776604656334,346.1091556911162,0.09714860244917037
143,2027,p59,12996.87526211943,15161.183871112176,6631.5539786195195,0.43740343992893277
144,2027,p60,119978.37443653979,142591.2282824225,32076.92338982848,0.2249571995150747
145,2027,p61,669525.8842771475,872249.3298883283,388431.39224020747,0.4453215140789357
146,2027,p62,98882.71115712594,108598.00562598098,37298.27603476985,0.3434526796304868
147,2027,p63,1141179.3010758818,1410017.2082132823,740147.7682997895,0.5249210888976846
148,2027,p64,701128.3743530635,859966.6166644676,456513.40568232274,0.5308501479429406
149,2027,p65,4071215.41268247,5272526.04968055,3416490.4012137926,0.6479798049401368
150,2027,p66,3684.726462043987,5733.307360339175,2292.191693443016,0.3998026879388188
151,2027,p67,61369.25322196436,121523.28043482204,13576.65988767659,0.11172065006061381
152,2028,p12,2451262.0893603843,2539188.55677625,2293178.089833553,0.9031145338591824
153,2028,p13,48979786.995184876,51481437.00594799,44596392.49448122,0.8662616097784664
154,2028,p27,444147.8286226634,525139.7993694256,264850.03033598914,0.50434194980844
155,2028,p28,180197848.3829282,187564098.53790325,165188090.75706595,0.880702074889265
156,2028,p29,12193.420475634735,13492.624731422358,2678.4356327735127,0.19851108928686248
157,2028,p30,8334132.368880776,8987694.333618524,6537068.153699364,0.7273353889269933
158,2028,p31,33688827.69476445,37839631.948684,28477420.929448348,0.7525818688740905
159,2028,p47,2559161.849813876,2707376.7094707196,2125673.4390833518,0.7851413627248466
160,2028,p48,20157.485857670337,23772.795072495675,11608.7026751611,0.4883187963283282
161,2028,p57,3445.5565787800833,5166.507058146225,468.7603932872169,0.09073062090336349
162,2028,p59,20643.11793787338,24488.275129719175,11251.47336250919,0.4594636944786
163,2028,p60,239235.56263596858,279932.0127127914,88700.32058494347,0.3168637974819603
164,2028,p61,1286435.7808361687,1665011.3200228878,807715.19703161,0.48511093427311164
165,2028,p62,209996.40175831248,234070.98631749675,81253.15400001661,0.34713039526310124
166,2028,p63,1905869.5395347427,2334613.27984816,1274344.5945101783,0.5458482591142717
167,2028,p64,1084360.1378444717,1326467.9781555405,705647.9745993025,0.531975129607357
168,2028,p65,6248227.622960226,8002785.188463613,5286282.8170419345,0.6605553807269945
169,2028,p66,5086.476330313087,8832.498199720125,2364.3180422564515,0.26768395405179585
170,2028,p67,101262.63213364549,198491.03907160816,33387.32894989332,0.16820572407728906
171,2029,p12,3730458.415612418,3857159.2535469057,3499022.353962733,0.90715008739791
172,2029,p13,74268591.34162809,77897464.0018795,67709373.64533685,0.8692115271391013
173,2029,p27,679197.6657338347,790914.9071311101,410735.3395491215,0.5193167252833608
174,2029,p28,271380787.36225975,281188823.85243857,249013317.59464043,0.885573310428998
175,2029,p29,18617.7400997259,20630.75764707921,3991.143112354096,0.19345596417876298
176,2029,p30,12717144.236523068,13597286.930180887,9972890.236858265,0.733447068379662
177,2029,p31,50300281.6045256,55826182.6258979,42683687.799008176,0.7645818823945005
178,2029,p47,3877232.4982576594,4082698.589872954,3291154.6081636488,0.8061223565039278
179,2029,p48,31073.302098162,36857.95780837831,18548.855286239945,0.5032523880643094
180,2029,p57,5504.922962077866,7409.850297838158,2344.1499201908478,0.3163559081449674
181,2029,p59,32937.9521488498,38957.8036046054,20733.456682971384,0.5322029160935648
182,2029,p60,446278.91203330935,522852.19357614324,194610.00011679684,0.3722084415209701
183,2029,p61,2416785.493631261,3033047.5959006944,1615361.6504251698,0.5325869770749416
184,2029,p62,424677.39755922265,478936.8346314874,189406.0318129691,0.395471841205752
185,2029,p63,3184084.7397217955,3804773.073095011,2195962.782920898,0.5771599884496085
186,2029,p64,1642119.6053738112,1978249.3471870075,1073639.8452029068,0.5427222037149059
187,2029,p65,9547385.136750983,11898071.03794461,8161167.129750448,0.685923550441357
188,2029,p66,7098.283527665869,13184.778840589972,3486.440221988682,0.26442917732192134
189,2029,p67,179828.0693259776,324807.3717691845,79482.17286061877,0.24470556942008265
190,2030,p12,5560391.772629496,5739445.551692503,5221736.0947539285,0.9097980018669387
191,2030,p13,110123138.12479493,115107128.13084824,100606838.17874171,0.8740278713615085
192,2030,p27,1021377.8455886336,1164762.20730259,628052.021562842,0.5392105080549564
193,2030,p28,398571426.4201044,411185875.7681238,366292660.5686094,0.8908201427987994
194,2030,p29,28316.598888676665,30736.927317753423,6597.315003954677,0.21463807802753648
195,2030,p30,18881304.627055343,20040275.35924509,14840776.241038527,0.7405475211792486
196,2030,p31,73177161.58933324,80493521.49959609,62191759.64563154,0.7726306227755685
197,2030,p47,5737559.684552366,6017606.469230924,4942939.37740234,0.8214128661746918
198,2030,p48,46597.756029510754,56099.35446377519,28295.583106165566,0.5043833993568814
199,2030,p57,8557.387989687151,10462.315325447444,5396.614947800133,0.5158145955201685
200,2030,p59,51025.359845578256,60441.93438654383,34796.86590878126,0.5757073505663326
201,2030,p60,815727.8523960528,952404.2564578917,391166.19048580213,0.4107144501228892
202,2030,p61,4415684.145669447,5331868.419174521,3114013.5157925384,0.5840379527360222
203,2030,p62,816790.3865966921,923928.4984608783,425064.56080172583,0.4600621817703616
204,2030,p63,5237817.044659728,6106374.750950961,3713964.7357160063,0.6082110723940781
205,2030,p64,2401040.1689663166,2851315.4858587347,1585033.3812840949,0.5558954767177327
206,2030,p65,14425448.96696263,17353000.691887114,12486011.761541909,0.7195304133987257
207,2030,p66,11426.087862197941,19312.921079476106,7726.063977942162,0.4000463703107383
208,2030,p67,304280.48713956156,500505.113379162,171444.1932416016,0.3425423410444212
