year,encapsulant.csv,total_massperm2,glass.csv,silver.csv,copper.csv,silicon.csv
1995,0.846,10012.353173428599,8.0,0.088,0.005376000000000001,0.8484214286
1996,0.846,10017.326252000008,8.0,0.08457142857,0.005376000000000001,0.8317857143
1997,0.846,10022.299330571419,8.0,0.08114285714000001,0.005376000000000001,0.8151499999999999
1998,0.846,10027.272409142828,8.0,0.07771428571,0.005376000000000001,0.7985142856999999
1999,0.846,10032.245487714272,8.0,0.07428571429,0.005376000000000001,0.7818785714
2000,0.846,10037.142040571389,8.0,0.04534857143,0.005376000000000001,0.7652428571000001
2001,0.846,10042.11882200003,8.0,0.043154285710000004,0.005376000000000001,0.7486071429
2002,0.846,10047.095603428601,8.0,0.04096,0.005376000000000001,0.7319714286
2003,0.846,10052.072384857169,8.0,0.038765714289999996,0.005376000000000001,0.7153357143
2004,0.846,10057.049166285711,8.0,0.03657142857,0.005376000000000001,0.6987000000000001
2005,0.846,10061.926133428578,8.0,0.03437714286,0.005376000000000001,0.58225
2006,0.846,10066.803100571418,8.0,0.03218285714,0.005376000000000001,0.4658
2007,0.846,10071.773227714291,8.0,0.02998857143,0.005376000000000001,0.44251
2008,0.846,10076.74335485713,8.0,0.02779428571,0.005376000000000001,0.41922000000000004
2009,0.846,10081.736772,8.0,0.0256,0.005376000000000001,0.41922000000000004
2010,0.846,10086.69695424851,8.0,0.01232741617,0.005376000000000001,0.41922000000000004
2011,0.846,10091.69079054043,8.0,0.010272846810000002,0.005376000000000001,0.41922000000000004
2012,0.846,10097.004626832346,8.08,0.008218277449,0.005376000000000001,0.41922000000000004
2013,0.846,10102.31723038264,8.16,0.0057527942139999995,0.005376000000000001,0.41922000000000004
2014,0.84809,10107.857247641025,8.2927,0.005341880342,0.005376000000000001,0.41922000000000004
2015,0.8502799999999999,10112.598406477793,8.2256625,0.004520052597,0.0057881600000000005,0.41922000000000004
2016,0.85281,10117.343519911026,8.1588875,0.004099757009,0.00620032,0.41922000000000004
2017,0.84799,10122.844815010902,8.28975,0.0040791103010000005,0.0072038399999999995,0.41922000000000004
2018,0.848955,10128.084077949772,8.35015,0.004312833823,0.00745472,0.4108550083
2019,0.8513099999999999,10134.117654836129,8.6075,0.00414730981,0.00826112,0.4021406667
2020,0.849445,10140.572002289735,8.9755,0.0035949654450000003,0.00822528,0.3955418334
2021,0.80971,10146.602406996608,9.284587499999999,0.003341278869,0.00827008,0.388943
2022,0.7827075,10152.829733162067,9.6265,0.003093634022,0.00831488,0.38428500000000004
2023,0.778335,10158.513913711648,9.80545,0.002898863882,0.00838656,0.374969
2024,0.756045,10164.08047316622,9.9774,0.002692895407,0.00845824,0.365653
2025,0.720427,10168.746935179814,9.940237499999999,0.002542951049,0.008195413333,0.3598305
2026,0.6920926667,10173.443540293456,9.9015,0.002401262207,0.007932586667,0.354008
2027,0.6802781111,10178.805726635666,10.00840556,0.002266884489,0.00766976,0.3485736667
2028,0.6683333333,10184.159607117617,10.113405559999999,0.0021296348279999998,0.0073949866670000005,0.34313933329999996
2029,0.6701973333,10189.574910422407,10.2165,0.001992776413,0.007120213332999999,0.337705
2030,0.6717413333,10194.39698692013,10.170911109999999,0.001856311209,0.00684544,0.33537599999999995
2031,0.6732853333000001,10199.218777920129,10.125011109999999,0.001856311209,0.00684544,0.33304700000000004
2032,0.6732853333000001,10204.218777920129,10.125011109999999,0.001856311209,0.00684544,0.33304700000000004
2033,0.6732853333000001,10209.218777920129,10.125011109999999,0.001856311209,0.00684544,0.33304700000000004
2034,0.6732853333000001,10214.218777920129,10.125011109999999,0.001856311209,0.00684544,0.33304700000000004
2035,0.6732853333000001,10219.218777920129,10.125011109999999,0.001856311209,0.00684544,0.33304700000000004
2036,0.6732853333000001,10224.218777920129,10.125011109999999,0.001856311209,0.00684544,0.33304700000000004
2037,0.6732853333000001,10229.218777920129,10.125011109999999,0.001856311209,0.00684544,0.33304700000000004
2038,0.6732853333000001,10234.218777920129,10.125011109999999,0.001856311209,0.00684544,0.33304700000000004
2039,0.6732853333000001,10239.218777920129,10.125011109999999,0.001856311209,0.00684544,0.33304700000000004
2040,0.6732853333000001,10244.21877792013,10.125011109999999,0.001856311209,0.00684544,0.33304700000000004
2041,0.6732853333000001,10249.21877792013,10.125011109999999,0.001856311209,0.00684544,0.33304700000000004
2042,0.6732853333000001,10254.21877792013,10.125011109999999,0.001856311209,0.00684544,0.33304700000000004
2043,0.6732853333000001,10259.21877792013,10.125011109999999,0.001856311209,0.00684544,0.33304700000000004
2044,0.6732853333000001,10264.21877792013,10.125011109999999,0.001856311209,0.00684544,0.33304700000000004
2045,0.6732853333000001,10269.21877792013,10.125011109999999,0.001856311209,0.00684544,0.33304700000000004
2046,0.6732853333000001,10274.21877792013,10.125011109999999,0.001856311209,0.00684544,0.33304700000000004
2047,0.6732853333000001,10279.21877792013,10.125011109999999,0.001856311209,0.00684544,0.33304700000000004
2048,0.6732853333000001,10284.21877792013,10.125011109999999,0.001856311209,0.00684544,0.33304700000000004
2049,0.6732853333000001,10289.21877792013,10.125011109999999,0.001856311209,0.00684544,0.33304700000000004
2050,0.6732853333000001,10294.21877792013,10.125011109999999,0.001856311209,0.00684544,0.33304700000000004
