year,silver.csv,glass.csv,backsheet.csv,aluminium_frames.csv,copper.csv,encapsulant.csv,silicon.csv,total_massperm2
1995,0.088,8.0,0.18,3.09118541,0.005376000000000001,0.846,0.8484214286,13.058982838599999
1996,0.08457142857,8.0,0.18647999999999998,3.0174165459999998,0.005376000000000001,0.846,0.8317857143,12.97162968887
1997,0.08114285714000001,8.0,0.19296000000000002,2.7,0.005376000000000001,0.846,0.8151499999999999,12.64062885714
1998,0.07771428571,8.0,0.19944,2.540372671,0.005376000000000001,0.846,0.7985142856999999,12.467417242409999
1999,0.07428571429,8.0,0.20592,2.484698914,0.005376000000000001,0.846,0.7818785714,12.398159199690001
2000,0.04534857143,8.0,0.2124,2.433962264,0.005376000000000001,0.846,0.7652428571000001,12.308329692530002
2001,0.043154285710000004,8.0,0.21888,2.387533875,0.005376000000000001,0.846,0.7486071429,12.24955130361
2002,0.04096,8.0,0.22536,2.3448873480000003,0.005376000000000001,0.846,0.7319714286,12.1945547766
2003,0.038765714289999996,8.0,0.23184,2.317892053,0.005376000000000001,0.846,0.7153357143,12.15520948159
2004,0.03657142857,8.0,0.2380421533,2.2560192619999997,0.005376000000000001,0.846,0.6987000000000001,12.08070884387
2005,0.03437714286,8.0,0.24422710620000002,2.113832853,0.005376000000000001,0.846,0.58225,11.82606310206
2006,0.03218285714,8.0,0.27084237130000005,2.083479481,0.005376000000000001,0.846,0.4658,11.70368070944
2007,0.02998857143,8.0,0.2973911439,2.05468216,0.005376000000000001,0.846,0.44251,11.675947875330001
2008,0.02779428571,8.0,0.32387268519999995,2.027324225,0.005376000000000001,0.846,0.41922000000000004,11.64958719591
2009,0.0256,8.0,0.3502862454,2.00130039,0.005376000000000001,0.846,0.41922000000000004,11.6477826354
2010,0.01232741617,8.0,0.3766310634,1.9871506589999999,0.005376000000000001,0.846,0.41922000000000004,11.646705138569999
2011,0.010272846810000002,8.0,0.402906367,1.96659313,0.005376000000000001,0.846,0.41922000000000004,11.65036834381
2012,0.008218277449,8.08,0.42482025850000005,1.962986198,0.005376000000000001,0.846,0.41922000000000004,11.746620733949
2013,0.0057527942139999995,8.16,0.44614037739999995,1.619458128,0.005376000000000001,0.846,0.41922000000000004,11.501947299614
