Recycler Name,State,City,Longitude,Latitude,RCRA permit,Universal Waste Permit
e-Recycling of California,CA,Santa Fe Springs,-118.08393015437,33.962547226792,False,True
e-Recycling of California,CA,Hayward,-122.044110010399,37.611615982657,False,True
Cal Micro Recycling,CA,Ontario,-117.679199230708,34.062378627277,False,True
Cal Micro Recycling,CA,Ontario,-117.680198185928,34.061465838021,False,True
Electronic Recyclers International,CA,Fresno,-119.776965379611,36.687481737084,False,True
CEAR Inc.,CA,Mather,-121.305884952334,38.564843478876,False,True
PV Circonomy,CA,Menifee,-117.174981067504,33.635523754002,False,True
"Commercial Solar Panel Recycling, LLC",CA,Atwater,-120.599997779634,37.338812024025,False,True
