Facility Name,p1,p10,p100,p101,p102,p103,p104,p105,p106,p107,p108,p109,p11,p110,p111,p112,p113,p114,p115,p116,p117,p118,p119,p12,p120,p121,p122,p123,p124,p125,p126,p127,p128,p129,p13,p130,p131,p132,p133,p134,p14,p15,p16,p17,p18,p19,p2,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p3,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p4,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p5,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p6,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p7,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p8,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p9,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99
Twin Bridges Recycling & Disposal Facility,2914.1380016723647,2738.650461242619,720.2899632367523,1291.6825424382575,1556.2598525417648,454.76623165665364,261.22538860074457,110.19067523315908,42.155917713450435,100.27613579157368,259.2753120755955,276.7097948521433,2788.475232785821,416.1305447424278,431.3175012811109,320.0187408036955,221.63168541971388,206.95819343810496,571.4121689358353,554.0796037427696,455.2618891225061,573.6822687835111,740.8873528185057,2576.327973348295,737.5699285819195,643.5870857416628,784.8096764668483,842.3391083221817,971.1225480704376,948.0545118000415,1011.8541032235662,982.116106265579,1131.020026538572,1240.1949071058198,2515.6248979118777,1315.5181725814964,1257.6593414047677,1178.8453865204508,1275.035894818943,1543.6641163348238,2553.8288343685717,2409.721262575628,2181.6711147865094,2313.5921119730206,2073.4897240841556,1852.901148504753,2908.760841737249,1887.8786186382963,1925.4788372652902,1736.556706765488,1604.2136478482898,1640.0180006862158,2175.1831652668534,2017.344658955081,2424.4731712466605,2303.388430470127,2078.2445468723217,2694.4588164279276,2412.4253273012346,1859.9240939781023,1466.084513840134,1646.2179911474861,1628.397756881039,1699.813684488429,1495.6879124209966,1334.5546255228182,1211.465612426203,1376.9442890814864,2767.7604932484987,1084.0214537143502,841.1718546609632,1164.087079817825,925.9114287779003,918.7490519565116,770.1499947607767,748.64647560638,1697.2476422460145,1452.714605416826,1347.1803346878703,2856.5874591854663,1083.783178550846,885.115443836459,1251.2973638032367,957.1256316703193,632.8685422493946,670.273842868948,781.4653218890484,1048.337711025415,1108.8652373830835,1980.0536577799037,3025.099569885106,1427.878378436433,1755.6131747365614,1679.4393339776768,1255.3313918651165,1494.4838716424472,1687.369527199288,1240.5182366322585,1392.9691485456415,757.3394224660536,582.5618150382822,2697.1504461467403,554.9696606516926,468.1545094511633,439.74894867387997,455.9138903536663,750.912182077757,634.286259349668,523.8001379979539,523.1932733241119,414.4502623825152,394.59696405505355,2935.4856072693815,293.2717600016854,282.5204038471419,263.028767446,152.6416723718364,512.211127314199,744.9577152237161,934.6894285212735,882.9351714544439,685.6669089173782,684.0480282937685,2997.115757365491,844.0426616132587,1019.3662461123934,435.3873177743411,336.11832788320805,837.2914171092931,689.5890829934395,866.3724469260645,633.7784068823722,887.0369127853415,775.0181954418148
Wabash Valley Landfill,2911.637562117654,2802.0673582336235,684.1075504928256,1383.756766537991,1642.4950791644624,326.82934082929887,141.4256599232263,36.60449603356698,97.1312282548309,218.07960262195547,385.9611800167673,348.11164219494947,2861.1844527106946,459.22383993652755,339.31924241329386,263.9091852249403,195.3363397818108,222.67292456773572,505.85808158400647,526.3185990584409,464.2744565064448,593.5464171865533,658.3259251365964,2618.5761981812066,679.5670426547853,594.9422229500342,709.4282640416269,796.002274929358,939.6553797921633,899.1126748080196,945.4721728142944,883.3335210733487,1057.5677401066162,1137.8764335457745,2576.8606495278655,1216.9089546172036,1169.8724448751218,1097.1813740579116,1193.1347440925204,1437.309294781791,2550.5711993059926,2425.0496455028474,2205.8280168146266,2313.581384108126,2067.7948474955456,1838.2529139106257,2912.4536419149454,1885.3763910974344,1949.4862741317463,1749.412096427406,1616.1711519170394,1670.1396398648096,2224.5496365464846,2058.9580000331225,2489.942819106798,2379.5559779789287,2152.2983718267988,2690.518411605495,2497.6072467354456,1943.3452736473498,1477.7975065692963,1694.52375622837,1692.254262278966,1686.8441069263718,1475.8644575645117,1299.6556722797511,1212.010348167829,1411.0725546234014,2766.925896541982,1119.5371778294873,883.6808184956178,1109.5306435804237,875.9965590921662,904.9998138491402,785.0798145054284,688.2653914074285,1792.437659983428,1545.8648400869172,1428.3501156828786,2869.195242857513,1186.9187437399864,987.8442527166097,1316.1528868429095,1032.9042731952336,698.5417466282663,771.1752421745161,897.9002858723779,1171.6953176366328,1238.0016590486398,2077.3909610505166,3047.4524569691425,1532.245965290213,1865.079152943516,1785.73697272098,1373.2889392056547,1615.9873659501368,1811.6010550350254,1367.6000191317887,1519.9188025531846,741.1046968433418,570.8259851056366,2719.0368458280614,579.3755534406264,531.3507469540043,537.9095631206641,567.9077377522383,652.9992572601699,548.9428448775794,452.610319682819,482.9184821530666,368.7459747568636,322.1989652466719,2965.785240429424,270.35888526505744,373.0565159610701,315.1721630721078,240.13626407834025,628.9220814665462,870.2513088326713,1063.3018986810907,1011.4946849609437,813.706310826471,805.9528290875235,3040.960849579768,960.219897268136,1133.0619720208274,551.9456380295595,464.0700980096334,929.4088215836522,755.7655558964659,923.1899593406936,681.9052549939814,902.8098502701594,758.2145398774849
Walnut Creek/Clinton County Landfill,2881.9765108304337,2738.524246001791,731.4313597823508,1351.670988594614,1615.0704955834608,397.4640225810884,200.6571525150937,51.57352741994167,57.607372855054,162.69104748656875,320.2163225676092,328.4589191074495,2793.7270524116702,459.23960872868975,411.1197507376045,317.76330261416115,230.52042089348163,234.39300521354596,566.9613752171408,568.3611005787698,485.08120692557884,608.8791903246517,727.5612637433228,2564.8127526034023,737.8141067969866,648.2546711717049,775.7378462750478,848.8807251791883,985.2610494785265,953.5337139362849,1008.2505480721312,958.9927257170583,1123.6302098508083,1214.802273490429,2514.2223376069937,1292.729303422975,1241.8662359213276,1166.718976783282,1262.8510215347019,1515.4483144856183,2521.2458912574443,2385.1869372364954,2161.1329874244257,2282.288545581474,2039.702828147757,1815.3818035350025,2879.231494477201,1855.319551562138,1904.744818951064,1710.5673574737311,1577.7227240703166,1622.0298722273144,2167.2296663144184,2005.299639686953,2425.4361353947584,2310.608568749413,2084.127794321716,2661.6350311554565,2425.2868418810085,1871.5241539563622,1439.362478942269,1637.4399448140575,1628.1315117595823,1662.8599560794169,1455.8970808971753,1289.0848733095763,1179.5771972880286,1360.694547209332,2736.2606131190564,1068.0887327908772,828.3211608796346,1112.040608566181,874.9273032369308,880.4748181203156,743.6232996187607,694.229789598771,1716.6350837253092,1470.607882134982,1357.1227994901826,2830.9651738259126,1108.760327556683,909.6776232133916,1251.3268387327876,963.3432499227121,632.2718526708047,693.253439971065,817.6294049662062,1091.8668241456437,1163.5849002924576,2001.0159168389812,3003.982943600641,1453.9113872909804,1785.7466969897052,1707.0214906179401,1292.9924267831832,1535.8208715038695,1731.9198745904962,1289.316326772443,1441.5087398418375,717.6295813687814,543.8085768288138,2675.7297773788705,531.8881527371282,465.32421394089545,460.2276392421601,487.8528720769861,688.8953748600218,573.9338535296345,465.94583457653385,473.8200751147459,362.51464279518575,335.7637419558591,2918.128053796057,246.84541442707305,296.5097465657415,251.27356099645712,162.59456862370428,548.6228157647631,791.1134062312323,986.9474242573032,940.9447910148197,744.6399793487689,746.2231823302149,2986.5240928542457,906.7691285879304,1082.0996732428655,498.1286422210504,395.70904398915695,897.0235729302434,742.0726061754236,916.2296062503838,680.0278416245797,921.774370621674,795.4370170043819
Washington County Landfill IN,3007.830565968278,2774.6566303297977,682.4050238291001,1162.3926638944213,1427.6705431997325,564.0853824198444,380.90059136457415,232.5577984267294,144.7674955323681,32.166766864608995,159.84344699065255,166.53767424958573,2813.6566430831876,319.5851030852113,468.4481430007931,331.32902767506897,227.2512322201352,175.40751376714977,570.2899537381519,514.6495152092813,386.7224919166351,489.2669642267601,753.0519112145317,2634.3775331697834,721.8165399179729,621.1632998060496,787.2641344147464,811.4989051226571,922.8803569955329,917.7731677416014,999.4218917520009,1010.7255567226017,1125.1061507727975,1271.1899341556302,2554.527965506667,1340.4102149830933,1268.1633322640098,1182.3311871227822,1277.843200186382,1578.9513414399112,2648.5223429443254,2491.2257025719296,2256.647168281923,2406.486554258725,2170.660278990011,1956.1205673946668,2998.1287268520564,1983.4014474722035,2001.3277055297135,1821.7623015047018,1690.5958583145389,1711.889678263399,2227.3591418231663,2077.4922023110394,2458.907164035851,2325.5236643783596,2103.6816867301663,2789.4082898558336,2422.623712280876,1874.3240639822925,1553.2667230353618,1701.5099585230953,1667.6219790319797,1802.4284136405242,1602.8327560356515,1449.7391881999606,1307.7143949317438,1446.8302756615633,2860.4977075732404,1155.1085126789746,909.3435991737198,1287.3054944058438,1048.3330028851083,1025.5511965432418,861.1659728919525,874.6657611828205,1695.6892800088274,1455.6405566747046,1367.534752353949,2939.419462381186,1073.90056508275,878.705223523663,1292.05556969083,988.5973544155215,683.1842487055451,671.8457347374851,748.9782570716266,992.9692787736814,1020.0796294818124,1973.9861223940036,3099.9394982630606,1412.8713208482347,1729.543230785743,1659.6017804736161,1213.6243733739977,1442.0395071254588,1625.7464512388676,1169.0891788985334,1321.5326959545027,866.9650473257554,692.4265429849276,2772.890369143355,644.0918156165375,527.844296552582,456.1366668731442,444.84692530043935,879.8562090576846,763.793117142849,652.498532888423,645.2839898803317,539.4214947328574,523.8168788090443,3003.722015841915,415.0941526592657,325.6769587819742,349.07225578227144,226.620088763066,486.88063108213214,686.0509546953102,854.9783679790702,783.8927067074818,584.3338391353514,566.2827363082621,3052.85252775961,720.0537859519371,893.786186866283,311.51097369833724,239.98187524753845,708.1956569172244,570.0042908272596,750.3386192469155,525.8667673743967,798.6520342876939,716.8768602777997
Allen County Landfill,2384.683377341716,1974.5218755200833,1486.0419158940524,1586.4228789710344,1859.2967285512077,1100.7827970683024,922.1702330637004,837.0820919104161,825.7795605804814,786.0338647658333,710.857446030276,944.5800601107113,2009.9964747143545,1095.7555809099763,1210.296028348866,1104.9475810697718,1003.7861745243094,971.4377189190836,1356.0474715900891,1318.1771224070476,1185.2616301874073,1269.7430237983,1525.1854099186532,1869.309205584031,1518.6635674566094,1420.8648258246512,1570.0400076816416,1614.4764479190599,1724.611321753763,1720.8140054111136,1794.9721680882813,1756.5905541732834,1915.8718969123934,2009.81638092297,1757.2135379250817,2090.0239275857225,2040.7951956489856,1963.789264015872,2059.988426894857,2305.5043706646607,2041.1405649733108,1813.3215075445746,1554.9106822876947,1795.5967309205835,1600.0445556441705,1448.3488515478552,2349.7529778317835,1411.79384093489,1312.049480859421,1192.2317392304715,1078.4881439289647,1017.8455809495955,1452.5774541944281,1325.639734716362,1658.1415267394161,1522.2151945631142,1300.012089331562,2179.6219679243545,1627.2383860923344,1074.8601899125342,960.102718306069,944.2579927440983,875.1349086917637,1302.5276445520074,1168.7337793136844,1131.6478539037084,822.876816489895,762.8932230936459,2234.87347060134,522.324433742179,349.0968957189642,1125.9231220003487,939.0333766309869,725.6653169983344,502.52896666809,900.6181080993509,920.9330772304648,673.3282961524166,564.1948273342609,2258.419852813771,349.34991935300854,182.7996647570924,509.9144234903664,200.14791699936725,229.51131871351535,156.25038725502247,307.7717597236467,564.8893264869339,840.8045404014964,1207.4368184475989,2382.3941613923985,683.9978210479511,1031.2776489317373,939.5861852626903,637.3148789219955,899.1529636419293,1122.1563759522128,806.0407953697639,926.7850976496567,672.3981947715598,618.2244406969083,2063.4371356340944,460.85463942342807,364.4023757168652,348.6744971102344,371.91708162134194,1106.6619062698064,969.4657014258555,857.8937800001505,733.5526714983108,744.6789009987126,827.4986707730516,2264.03412571885,700.5491813792434,503.72246081693015,567.2497308803547,637.4400812624716,364.8454554080533,462.3010815378944,667.1134122738556,788.8557023151621,723.1036633671022,859.221247894982,2279.562209556621,1025.4276637407897,1175.1386226812342,823.4059779091231,679.2872903977226,1221.9335832383008,1237.0805720923024,1415.087165265835,1252.9349150591977,1557.916098413234,1515.450464337144
Anderson County Landfill,2364.603650586084,1980.5060232511387,1476.3005212982741,1607.3273923526936,1881.1036553353154,1073.1866842746467,897.5301032175217,817.3580933359891,809.9379890111569,775.7042139482606,708.8861526392856,939.4887161311696,2020.6542336369957,1092.0142171169005,1191.9454845518865,1089.9897869949755,989.9032396211189,959.974633180519,1341.3616792520552,1308.30015333568,1178.4935881026197,1266.2732968208927,1508.2239670438728,1864.9288582460358,1505.6856363678235,1408.8510397154307,1554.3495311423687,1603.8036356504672,1717.0964564677213,1710.1311968907262,1781.2910295186025,1736.3346551322768,1900.9781659121163,1988.3676701580812,1761.6362254658827,2069.4441268529176,2022.8593511279737,1947.206940009154,2043.3891385405677,2282.5479379689496,2019.3236169358875,1797.1330100442724,1540.754009788445,1773.5392689839434,1574.6471100111164,1418.775415960844,2331.6846759354476,1385.8522610076595,1295.7991608518041,1169.723621965688,1053.9848374804335,1000.9468947620447,1449.7740834270862,1318.036503655323,1664.502254330388,1534.1184021679185,1310.3069641244754,2158.22249895798,1644.2506731109754,1090.6314066233879,933.4253593316495,936.5903918345259,876.8341968003109,1271.9931981629288,1134.6607812594707,1093.8641655016952,788.7759721764439,743.1223493276797,2214.7714728026544,494.1535302173035,311.63549401365646,1085.8660562624764,898.742995777747,685.8193090896315,462.2817649412811,861.5695452143572,944.8119783322728,696.5985957873067,577.208888608111,2243.2493736017445,385.0893808876165,223.03033958582196,506.60083320365874,196.65664116757583,193.57649196689064,171.19308100977997,341.3748126449073,604.2566420561111,876.7542121549606,1231.9776505355667,2371.3889804396335,715.7178475360327,1063.9713841412702,970.8022715685353,677.0495666338892,938.6992585260314,1161.8782667692346,845.6487944315734,966.9651422547826,632.1999666043175,580.2759815017616,2051.0884875505567,423.8530580415763,336.7092013519571,338.5319205388913,371.9445070136672,1069.829010791763,933.2606806774446,823.0282988574036,697.6025603656047,712.0429944841272,796.1854524340321,2255.8418121340424,672.4004545365806,487.5385748769444,544.3582801730812,620.3691500891922,372.71168067158123,491.25376847661613,700.9675917726048,817.7493533557443,744.3105486412132,877.2825429178664,2277.1593238988366,1046.2536905276334,1198.8814540224819,829.8138198941903,681.6580665984277,1235.8547029405327,1242.744343209513,1422.164736574884,1254.5585388657491,1557.8841357861497,1509.0582155028847
Barber County Landfill,2210.178256340828,1682.0436116219119,1786.6735255545402,1787.4198212338908,2051.9273560701845,1385.2272198452704,1214.5216353298522,1136.846505563137,1127.9556424192135,1087.531233096156,1003.777189728482,1241.0013776426224,1710.0442242989127,1389.82567968124,1511.2657319728364,1407.345664170456,1306.226595287889,1273.335408137131,1658.4817009094752,1618.9970788515016,1483.2742546574145,1562.9434051586695,1827.026862974771,1609.613137537613,1820.9371323378612,1722.844492338934,1872.3348905727557,1915.7135764386258,2022.9582544439797,2022.0261610684638,2097.3634614495204,2055.7587661293437,2218.3017825675756,2307.389429198161,1468.6815511070006,2388.7815911645084,2342.1051258757507,2265.821812957937,2362.0181914144473,2600.5032884515504,1882.62750187135,1616.850685159889,1348.5910002035428,1641.8194152735543,1477.7717316413464,1370.5380485079374,2161.3266045094124,1298.4815309055705,1123.6583393075123,1054.6879762408744,962.565992574983,842.8276627807522,1189.0694066298015,1085.4903737630027,1365.3836626499403,1221.2780569555284,1001.0561146180479,2016.5771312553102,1325.213672959896,772.4278260974174,870.3342821957654,712.7492916171183,601.1660258957228,1239.2231780015072,1153.8481523551507,1178.7694227534441,826.214385065155,625.2361344991762,2061.6326980418676,493.2960786633903,466.40854787509153,1239.7609237802267,1095.5241390090487,846.7877151131232,663.0907290183419,1104.517166563781,631.1866801571593,383.20337437803965,263.9177526966225,2051.821945753381,223.73858511395048,277.2659629858167,283.8222472833748,171.01011323680135,494.26441014264947,437.8681002131789,480.67441772758673,598.8291661598836,922.1807518958038,918.8717684964641,2151.3425363645842,445.2991855507415,790.8488820079908,688.5390008661934,543.3014540355879,776.4188265303895,997.0617359638932,806.9601383519748,887.6435162172585,848.9187877867771,846.9561652666836,1841.4850727388875,705.2334804016243,652.228721472998,650.7637407286302,665.6477361120631,1338.0716041317366,1208.7592075968112,1109.4413199995702,978.8032932972455,1010.989509207716,1099.325506094178,2019.4337104874069,984.7261088247991,805.663963299885,863.2158205775091,939.071830544021,645.0892853407091,647.8725334514792,788.4075652245937,951.1162468966739,939.9187832080745,1087.9944526772563,2010.6164216869984,1235.5164803524633,1363.7861487033827,1096.9990816306274,964.5169582211614,1463.7568907434213,1509.1557862948703,1681.6290416429044,1535.836348052645,1843.6763541405032,1812.5977786249855
Barton County Landfill,2108.022432981144,1673.6995084357202,1781.0085712364337,1870.9223267770162,2139.779109292474,1324.9351410637473,1166.1397057992071,1104.2462057371188,1106.378176027979,1080.9036249980543,1018.1184583230788,1248.3017158428584,1721.3077346390803,1401.1673805332243,1480.1111922023213,1386.8736370281936,1289.2458515647206,1263.2647091531396,1638.0316617206925,1613.025735901331,1486.2917219852272,1575.4545037599576,1799.0103080386432,1559.2808359785242,1805.3886880858024,1710.3865096603815,1848.2245439322676,1907.1392834338715,2024.0119974774018,2013.3476032644292,2079.2016359448066,2016.276453590378,2196.074037260315,2263.0892337339947,1453.5159137464557,2347.2617411119422,2309.652599592741,2238.0055502191876,2333.9745669335007,2550.135250824561,1773.55206214039,1523.6946254667134,1259.930979956728,1530.4259917606016,1355.785499524462,1237.9616589400505,2065.2625008856267,1173.4094578160832,1024.8600986827983,935.3150981344039,836.3096203898699,735.9778811639603,1142.372693613295,1018.1604401511997,1358.3126380335868,1238.7327499464361,1011.6684610516021,1909.4860852889221,1365.2310939935417,810.9805291707622,737.4632032555278,637.5882430975636,567.6771889586397,1103.8026141087107,1013.3239639699932,1038.3423511478748,684.9307907105405,501.46171166726225,1958.7136382115289,352.0806310700731,353.345911433728,1106.6020184642878,972.8775773204437,718.9465119943301,551.1591584138613,997.2666229700953,713.2513403137187,473.7183149077332,299.75838285193004,1964.7198549299337,360.53654431347013,362.539401481622,200.1526810213551,112.82182096091942,443.2732782884936,464.8808958674777,561.4095337445242,723.188065789067,1040.955141331652,997.5528316952714,2078.977305447238,570.8988655784477,908.6566304216594,802.7227316896685,683.8165568055158,917.4482462093889,1137.554616321394,940.1124147706535,1026.1152121677744,736.3698021418281,755.8303362007681,1762.9542280093858,627.4353608359319,609.8546364417213,645.8710944844847,680.4323468848988,1240.2470617398328,1116.423167053448,1025.553882323031,893.4054354128525,938.8339235454287,1030.092189272121,1956.6099601285057,929.0595995492453,786.3138582434865,825.9350887172194,915.8600654528228,674.8056136993438,729.5996812526143,894.8330970397468,1046.2845947354076,1012.155180121918,1155.039298379101,1969.423767419319,1312.8824856184174,1451.436270181042,1133.359364810912,989.1295553841362,1524.4519417621675,1547.119352755711,1724.5846215614436,1562.6399316951135,1866.7885479295935,1816.9422308086048
Brown County Landfill,2252.8357556242936,1975.816668708718,1485.3802552270445,1731.6354538654355,2007.5782815864895,1000.6387037463695,843.7765342087627,790.4474637787665,801.7051190349764,793.0379554717802,762.2884818191288,974.9305985190276,2035.863748515556,1130.4653175633455,1164.8715909963416,1080.1572180999885,986.6220658895245,968.036931902541,1329.6846912062774,1318.3513738623221,1203.3032480528443,1303.7105278066988,1484.5700851673946,1817.3054639100799,1500.2566660799703,1408.5451275262606,1536.2311049990583,1607.8486377323686,1734.042024485307,1713.4284837787193,1770.8366964280815,1695.5234094132886,1884.385968062323,1940.5265980475137,1751.4628034063128,2025.4699865317978,1991.6383694176764,1922.6347820062924,2018.3022966015667,2226.233993589389,1901.8053754365733,1702.066766441343,1455.0854522063505,1655.8345162966486,1445.0910637515565,1274.5969846492728,2227.643404936916,1255.0069406697264,1203.4390093461154,1053.379358704955,930.743843513265,909.1266682878382,1411.4158896138779,1260.906787812682,1663.1834675876407,1557.5235238573775,1328.7499753631635,2041.9340191924732,1689.2011185351919,1135.2076139950989,802.7547285076845,884.4774723385673,865.5795826914906,1124.9023723825037,976.1117569352214,925.3954679816167,631.368414892409,644.0719546788617,2103.246874676118,366.1585548249708,146.89483018142562,916.8445715565367,735.7135449757343,516.0904781331307,295.7073672956822,715.3133649939933,1026.4691611348308,780.365040899021,623.1744469008989,2150.664799914479,528.1221927888932,389.3548273052097,489.34228969447327,231.34348527581955,133.94993517704194,311.0208480964028,505.7160167277521,774.5280900125531,1043.2349615524968,1313.382818337018,2294.9184393140254,835.0554356139347,1184.1654976203893,1084.830536542553,836.9024091706369,1096.4090715307345,1320.5587358105263,1015.7998541318043,1135.6848073551314,472.6585750341637,448.10567834612243,1970.2683698984686,306.7982007370963,297.85117899839656,383.5660406830059,450.170143393769,940.3649784889817,809.511140585809,710.1324470309996,579.2142934549381,616.3462983208339,706.8359834621986,2191.0309624265556,605.3860372875029,492.142672285101,512.2649105620335,613.1098906012537,475.6371566165055,645.0623099500456,863.8108892772524,968.7362219686685,875.0128139563284,996.9671287808126,2235.9923436603476,1173.000189734805,1333.625265841564,911.3027455133665,752.1589590820122,1338.7398225949612,1316.0335994511422,1499.2707905682587,1312.3665217097057,1606.693740193964,1532.1899392317102
Butler County Landfill KS,2279.4122945077784,1836.5802704617288,1623.36599633494,1694.9813360981336,1965.145403769553,1216.3506173483838,1044.2286745760866,966.7359438629444,959.4512536738207,923.0439270875152,848.4578748327742,1082.5389094716313,1872.7980696621166,1233.593107006167,1341.5161343678835,1239.3706520991552,1138.9784870998008,1108.0111456100415,1490.7011681194526,1455.441600332351,1323.1734847937212,1407.5206879632233,1657.862008450958,1736.9494164178168,1654.494000590991,1557.227929468043,1703.8913516931038,1751.472468776027,1862.4601847947988,1857.813167014776,1930.3716144903296,1885.403260758315,2050.3920578730385,2136.883321898488,1619.497697796086,2218.3566921003116,2172.4483661223453,2096.837379937627,2193.020901190586,2430.080615232336,1941.0454210958371,1699.5184731048237,1437.31685319472,1696.641745417596,1512.1991186238386,1377.3130233376232,2239.5500581776278,1326.533301715865,1199.4295758071657,1096.5842362609842,989.9610130350848,907.898806731082,1318.9544565949545,1197.5388850046088,1520.1851304854458,1385.5474884306082,1162.6322428879153,2078.1463243079265,1494.6473343377736,940.9967192145109,880.3845560663123,817.063447481195,738.7050736841602,1236.5548796807846,1122.3588809232067,1113.261275348059,780.4405013317204,662.5127452210385,2129.829871981789,457.09040658185296,348.887753521545,1140.3955418958021,974.6756841527824,739.661679803988,534.2341468463406,962.9765787647059,799.6505130970296,551.2580122484184,427.9817140931991,2141.974425583004,285.82617804157763,202.54471287920154,379.14250116158763,84.27395797956905,326.6435172915382,287.8119884383324,389.57582877099026,590.5594692242926,894.2865140767401,1087.2665210345258,2258.3400537545363,588.5357635305413,937.9818849576035,840.3403597656024,606.530336361362,860.7138059136801,1085.0652183135014,822.5689854362017,927.0008137718166,716.5861352241224,693.8450967400329,1941.8492140797186,545.4724726094074,482.03503040241344,485.462335980479,509.3476030933063,1186.5072451089122,1053.7793033778203,949.7640315186437,820.7430211289767,846.3241888747101,933.3017636003419,2135.932262992883,815.5626353847335,637.0332994740141,692.7119836608496,769.9891575080508,498.3485754713701,556.0859819980823,735.788987599478,877.5072246703961,834.3615923168435,976.1698223730476,2145.2707054748016,1135.786273809366,1277.5383455765912,956.3491159176704,815.274362641325,1344.9923593330332,1370.1454354065181,1546.6821891933744,1388.8679483380888,1694.5845299753014,1653.3982335995493
Cheyenne County Landfill,1815.3364722538074,1459.0774035306456,2012.5993501165917,2164.3495477850447,2433.4611313829078,1480.5506899716609,1346.9181691048325,1310.8272812548587,1327.7021670728352,1320.4460515613298,1279.1130538952584,1499.6391269710261,1537.686700119819,1654.734167580964,1681.1729792142648,1604.323950231309,1512.7975214226076,1495.6674791995629,1852.0927702230347,1845.816233749871,1730.5295982486696,1828.6174551390102,2000.506412599225,1291.7808325834885,2024.2565455851548,1934.1983702956002,2054.880944537419,2134.110718903742,2261.756341159079,2239.3827033482107,2292.195549442926,2197.601201914276,2402.4533237007945,2433.985144001715,1232.0475581963085,2522.2429849798714,2499.772918787129,2435.8226840620537,2530.7512098311236,2707.932981471817,1483.7250856838689,1230.0837820738723,967.2372529932417,1242.0615284881758,1079.5029042204017,988.3852793468028,1771.5984558068883,903.2324962894266,731.22347232161,655.6670574410355,570.846620809236,444.1752027394309,883.6823352337757,739.3891363179622,1151.2938800250263,1077.632282167274,847.6515076066495,1618.6229272749845,1243.647814052902,717.3943324674602,496.54997851487644,358.98371577202073,362.0593519358427,867.9567996928408,822.9428473462574,908.0728763369675,546.9210141881898,236.31015237168523,1666.2139374728679,286.8356033400086,469.72142605796074,1043.5766910906516,971.7571480691047,712.1049850805426,630.1221752112715,1051.8622702635732,726.6727307992105,545.5838264218141,335.6631159940788,1671.8965202734234,618.8837982403049,655.3345266123874,123.96713606737741,392.0130547540425,661.5904265498797,746.6493759474116,855.1074796295142,998.9038123127098,1322.4143237063481,978.4720993188251,1791.9696314660134,713.2845330606897,1000.2507735394537,890.161379201696,917.9625268555366,1119.9416614318486,1327.2131696561883,1200.673833415067,1268.536405869787,791.5473622210544,870.9415814860561,1473.2633704115653,782.9596340874588,824.2483177707705,899.3865232675023,948.6298458354129,1312.6705030854937,1208.2338093219646,1141.9543150712304,1012.965216447298,1084.6366192008593,1177.724066914502,1676.1527356876059,1105.799975101382,1019.7083543877651,1035.2931751550936,1140.241151138776,952.7204637096355,1023.2898567683006,1184.2192997014135,1339.2330935038015,1304.442555885931,1445.7329707710621,1708.9832129012866,1605.7329267213388,1745.1384239774263,1409.5478761179966,1258.6793409210786,1812.0153446754755,1821.817198649658,2001.9419182119468,1828.7728793865888,2128.071275189897,2059.788826719643
